"","iyear","provstate","city","latitude","longitude","attacktype1_txt"
"4929",1995,"Caldas","Manizales",5.067866,-75.517482,"Bombing/Explosion"
"4930",1995,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"4931",1995,"Antioquia","Carepa district",7.75809,-76.65758,"Armed Assault"
"4932",1995,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"4933",1995,"Cesar","Aguachica",8.308585,-73.613541,"Unknown"
"4935",1995,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"4936",1995,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"4937",1995,"Antioquia","Turbo district",8.09242,-76.72738,"Unknown"
"4938",1995,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"4939",1995,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"4940",1995,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"4941",1995,"Boyaca","Miraflores",5.19688,-73.14554,"Armed Assault"
"4942",1995,"Cundinamarca","Anolaima",4.76051,-74.46351,"Assassination"
"4943",1995,"Antioquia","Chigorodo district",7.6676,-76.6803,"Assassination"
"4944",1995,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Bombing/Explosion"
"4945",1995,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"4946",1995,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"4947",1995,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"4948",1995,"Antioquia","Sonson",5.70905,-75.31102,"Unknown"
"4950",1995,"Caldas","Pensilvania",5.384329,-75.161146,"Unknown"
"4951",1995,"Narino","Barbacoas",1.67155,-78.14099,"Unknown"
"4952",1995,"Antioquia","Bello",6.34053,-75.562227,"Unknown"
"4953",1995,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"4954",1995,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"4956",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4957",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4958",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4959",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4960",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4961",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4962",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4963",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Armed Assault"
"4964",1995,"Boyaca","Pajarito district",5.29307,-72.70293,"Unknown"
"4966",1995,"Cundinamarca","Medina",4.51,-73.349722,"Unknown"
"4967",1995,"Casanare","Aguazul",5.17069,-72.546829,"Unknown"
"4968",1995,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"4969",1995,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"4970",1995,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"4971",1995,"Choco","El Capitan",8.583328,-77.333295,"Armed Assault"
"4972",1995,"Cauca","Popayan",2.44186,-76.60617,"Bombing/Explosion"
"4973",1995,"Antioquia","Medellin",6.242026,-75.564766,"Hostage Taking (Kidnapping)"
"4974",1995,"Antioquia","Medellin",6.242026,-75.564766,"Hostage Taking (Kidnapping)"
"4975",1995,"Valle del Cauca","Buenaventura district",3.88182,-77.07042,"Assassination"
"4977",1995,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"4978",1995,"Cundinamarca","Cabrera",3.985581,-74.484205,"Bombing/Explosion"
"4979",1995,"Antioquia","Salgar",5.963316,-75.978722,"Facility/Infrastructure Attack"
"4980",1995,"Bolivar","Cartagena",10.413711,-75.533549,"Assassination"
"4981",1995,"Huila","Rio Bache",3.18337,-75.2833,"Assassination"
"4982",1995,"Antioquia","Medellin",6.242026,-75.564766,"Assassination"
"4983",1995,"Quindio","Armenia",4.528694,-75.703846,"Assassination"
"4984",1995,"Cundinamarca","Une",4.403056,-74.025278,"Unknown"
"4985",1995,"Bolivar","Achi district",8.568451,-74.55436,"Unknown"
"4986",1995,"Cauca","Corinto district",3.173882,-76.259454,"Unknown"
"4987",1996,"Choco","Unguia",8.04053,-77.09336,"Bombing/Explosion"
"4988",1996,"Sucre","Tolu",9.52287,-75.5795,"Bombing/Explosion"
"4989",1996,"Arauca","Arauquita district",7.027345,-71.428555,"Bombing/Explosion"
"4990",1996,"Arauca","Arauquita district",7.027345,-71.428555,"Bombing/Explosion"
"4991",1996,"Valle del Cauca","Palmira",3.529901,-76.298006,"Assassination"
"4992",1996,"Cesar","Unknown",9.337295,-73.653621,"Bombing/Explosion"
"4993",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"4995",1996,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"4996",1996,"Antioquia","San Pedro",6.462828,-75.556394,"Assassination"
"4997",1996,"Tolima","Dolores",3.538611,-74.896111,"Unknown"
"4998",1996,"Caldas","Belalcazar",4.995278,-75.812778,"Bombing/Explosion"
"4999",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5000",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5001",1996,"Antioquia","San Luis",6.04278,-74.99493,"Hostage Taking (Kidnapping)"
"5002",1996,"Antioquia","Puerto Berrio district",6.48927,-74.40176,"Bombing/Explosion"
"5003",1996,"Antioquia","Urrao",6.31609,-76.13397,"Unknown"
"5004",1996,"Antioquia","Carepa",7.75809,-76.65758,"Armed Assault"
"5005",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5006",1996,"Antioquia","Santo Domingo",6.47116,-75.164723,"Assassination"
"5007",1996,"La Guajira","Hato Nuevo",11.06561,-72.76391,"Hostage Taking (Kidnapping)"
"5008",1996,"Antioquia","Puerto Berrio district",6.48927,-74.40176,"Bombing/Explosion"
"5009",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5010",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5011",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5012",1996,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"5013",1996,"Boyaca","Miraflores",5.19688,-73.14554,"Unknown"
"5016",1996,"Sucre","Chalan",9.54637,-75.31266,"Bombing/Explosion"
"5017",1996,"Santander","Barrancabermeja",7.060051,-73.853115,"Assassination"
"5018",1996,"Valle del Cauca","Florida",3.322222,-76.234722,"Unknown"
"5019",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5020",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5021",1996,"Atlantico","Barranquilla",10.981412,-74.778319,"Assassination"
"5022",1996,"Antioquia","Medellin",6.242026,-75.564766,"Assassination"
"5023",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5024",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5025",1996,"Antioquia","Unknown",7.198606,-75.341218,"Unknown"
"5026",1996,"Bolivar","Unknown",8.670438,-74.030012,"Hostage Taking (Kidnapping)"
"5027",1996,"Antioquia","Valdivia",7.289972,-75.392693,"Assassination"
"5028",1996,"Antioquia","Apartado",7.882318,-76.630626,"Assassination"
"5038",1996,"Norte de Santander","Unknown",7.946283,-72.898807,"Bombing/Explosion"
"5039",1996,"Norte de Santander","Unknown",7.946283,-72.898807,"Unknown"
"5044",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5045",1996,"Narino","San Lorenzo",1.50312,-77.215513,"Hostage Taking (Kidnapping)"
"5046",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5047",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5048",1996,"Narino","Unknown",1.637898,-77.745208,"Bombing/Explosion"
"5049",1996,"Bolivar","San Cristobal",9.882081,-75.254469,"Bombing/Explosion"
"5050",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5051",1996,"Cesar","Aguachica",8.308585,-73.613541,"Unknown"
"5052",1996,"Meta","Uribe",3.24114,-74.35539,"Unknown"
"5053",1996,"Antioquia","Apartado",7.882318,-76.630626,"Bombing/Explosion"
"5054",1996,"Antioquia","Segovia",7.08071,-74.70101,"Armed Assault"
"5055",1996,"Antioquia","Segovia",7.08071,-74.70101,"Armed Assault"
"5056",1996,"Antioquia","Segovia",7.08071,-74.70101,"Armed Assault"
"5057",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5058",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5059",1996,"Boyaca","Miraflores",5.19688,-73.14554,"Bombing/Explosion"
"5061",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5062",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5063",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5064",1996,"Antioquia","Uramita",6.898522,-76.17332,"Hostage Taking (Kidnapping)"
"5065",1996,"Caqueta","San Jose Del Fragua",1.3325,-75.97608,"Bombing/Explosion"
"5067",1996,"Antioquia","Uraba",6.828333,-75.513056,"Unknown"
"5068",1996,"Antioquia","Uraba",6.828333,-75.513056,"Unknown"
"5069",1996,"Antioquia","Uraba",6.828333,-75.513056,"Unknown"
"5070",1996,"Antioquia","Uraba",6.828333,-75.513056,"Unknown"
"5071",1996,"Antioquia","Segovia",7.08071,-74.70101,"Assassination"
"5072",1996,"Antioquia","Rio Negro",6.153669,-75.37416,"Hostage Taking (Kidnapping)"
"5073",1996,"Antioquia","Apartado",7.882318,-76.630626,"Assassination"
"5074",1996,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"5075",1996,"Santander","San Vicente de Chucuri",6.88105,-73.41157,"Assassination"
"5076",1996,"Antioquia","Alto de Mulatos",8.136754,-76.550495,"Armed Assault"
"5077",1996,"Antioquia","Uraba",6.828333,-75.513056,"Armed Assault"
"5078",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5079",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5080",1996,"Sucre","Coloso",9.495495,-75.352055,"Assassination"
"5081",1996,"Antioquia","Medellin",6.242026,-75.564766,"Assassination"
"5082",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Hostage Taking (Kidnapping)"
"5083",1996,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"5084",1996,"Choco","Coredo",6.947778,-77.671389,"Assassination"
"5085",1996,"Risaralda","Celia",5.004875,-76.003109,"Bombing/Explosion"
"5087",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Assassination"
"5088",1996,"Valle del Cauca","Dagua",3.656667,-76.688333,"Facility/Infrastructure Attack"
"5090",1996,"Antioquia","Uraba",6.828333,-75.513056,"Bombing/Explosion"
"5091",1996,"Antioquia","Medellin district",6.270526,-75.572173,"Assassination"
"5094",1996,"Antioquia","Puerto Valdivia",7.289972,-75.392693,"Hostage Taking (Kidnapping)"
"5095",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Assassination"
"5096",1996,"Valle del Cauca","Tulua",4.085809,-76.197188,"Hostage Taking (Kidnapping)"
"5097",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5099",1996,"Casanare","San Luis de Palenque",5.42156,-71.73107,"Unknown"
"5100",1996,"Antioquia","Uraba",6.828333,-75.513056,"Hostage Taking (Kidnapping)"
"5101",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Armed Assault"
"5102",1996,"Caqueta","El Paujil",1.57036,-75.32731,"Assassination"
"5103",1996,"Caqueta","Solano",0.69905,-75.25521,"Assassination"
"5104",1996,"Meta","Villavicencio",4.15127,-73.63872,"Assassination"
"5105",1996,"Magdalena","Aracataca district",10.59648,-74.191453,"Assassination"
"5106",1996,"Antioquia","Apartado",7.882318,-76.630626,"Assassination"
"5108",1996,"Casanare","Yopal",5.339955,-72.401581,"Unknown"
"5109",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5112",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5113",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5114",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5115",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5116",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5117",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5118",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5119",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5120",1996,"Antioquia","Medellin",6.242026,-75.564766,"Armed Assault"
"5122",1996,"Cundinamarca","Gutierrez",4.2548,-74.00245,"Unknown"
"5123",1996,"Cundinamarca","Quetame",4.330804,-73.86313,"Bombing/Explosion"
"5124",1996,"Antioquia","medellin",6.242026,-75.564766,"Bombing/Explosion"
"5125",1996,"Antioquia","San Roque",6.485075,-75.019403,"Assassination"
"5126",1996,"Antioquia","Betania",5.74514,-75.97625,"Assassination"
"5127",1996,"Antioquia","Amalfi",6.907503,-75.074961,"Hostage Taking (Kidnapping)"
"5128",1996,"Antioquia","Caramanta",5.548323,-75.6441,"Armed Assault"
"5129",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"5130",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"5131",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"5132",1996,"Narino","Ricaurte",1.210589,-77.993327,"Hostage Taking (Kidnapping)"
"5133",1996,"Narino","Unknown",1.637898,-77.745208,"Assassination"
"5134",1996,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"5135",1996,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"5136",1996,"Putumayo","Puerto Asis",0.49765,-76.49768,"Armed Assault"
"5138",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5139",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5140",1996,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"5141",1996,"Putumayo","Puerto Asis",0.49765,-76.49768,"Armed Assault"
"5145",1996,"Norte de Santander","Tarra",8.04928,-73.085536,"Unknown"
"5146",1996,"Magdalena","Guamal",9.14515,-74.22554,"Unknown"
"5147",1996,"Magdalena","Guamal",9.14515,-74.22554,"Unknown"
"5148",1996,"Valle del Cauca","Palmira",3.533175,-76.309909,"Assassination"
"5150",1996,"Putumayo","Orito",0.66643,-76.87192,"Bombing/Explosion"
"5151",1996,"Antioquia","Betania",5.74514,-75.97625,"Armed Assault"
"5152",1996,"Bogota","Bogota district",4.5981,-74.07603,"Hostage Taking (Kidnapping)"
"5154",1996,"Antioquia","Medellin district",6.270526,-75.572173,"Hostage Taking (Kidnapping)"
"5155",1996,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"5156",1996,"Atlantico","Barranquilla",10.981412,-74.778319,"Armed Assault"
"5157",1996,"Atlantico","Barranquilla",10.981412,-74.778319,"Armed Assault"
"5158",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5159",1996,"Cesar","El Copey district",10.14864,-73.96144,"Assassination"
"5160",1996,"Cesar","El Copey",10.14864,-73.96144,"Hostage Taking (Kidnapping)"
"5161",1996,"Arauca","Tame",6.46052,-71.72989,"Bombing/Explosion"
"5162",1996,"Cesar","Unknown",9.337295,-73.653621,"Hostage Taking (Kidnapping)"
"5163",1996,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"5165",1996,"Guaviare","Unknown",2.043924,-72.331113,"Armed Assault"
"5166",1996,"Antioquia","Anza",6.30484,-75.880642,"Assassination"
"5167",1996,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"5168",1996,"Antioquia","Sonson",5.70905,-75.31102,"Assassination"
"5169",1996,"Cesar","Unknown",9.337295,-73.653621,"Hostage Taking (Kidnapping)"
"5170",1996,"Antioquia","Peque",7.02104,-75.90933,"Bombing/Explosion"
"5171",1996,"Cesar","Chiriguana",9.3625,-73.60158,"Hostage Taking (Kidnapping)"
"5172",1996,"Cundinamarca","Jerusalen",4.562765,-74.695694,"Unknown"
"5173",1996,"Santander","Cepita",6.75389,-72.97241,"Armed Assault"
"5174",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5175",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5176",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5177",1996,"Cundinamarca","Unknown",5.026003,-74.030012,"Unknown"
"5178",1996,"Cundinamarca","Unknown",5.026003,-74.030012,"Unknown"
"5179",1996,"Cundinamarca","Unknown",5.026003,-74.030012,"Unknown"
"5180",1996,"Santander","Capitanejo",6.527866,-72.696032,"Unknown"
"5182",1996,"Antioquia","Medellin",6.242026,-75.564766,"Hostage Taking (Kidnapping)"
"5183",1996,"Norte de Santander","Cucuta district",7.894195,-72.503885,"Unknown"
"5184",1996,"Magdalena","Fundacion district",10.521402,-74.186707,"Assassination"
"5185",1996,"Sucre","Unknown",9.142038,-75.061115,"Armed Assault"
"5187",1996,"Arauca","Arauca",7.08582,-70.75779,"Bombing/Explosion"
"5188",1996,"Bogota","Bogota district",4.5981,-74.07603,"Bombing/Explosion"
"5189",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5190",1996,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"5191",1996,"Norte de Santander","Unknown",7.946283,-72.898807,"Bombing/Explosion"
"5192",1996,"Cundinamarca","Zipaquira district",5.023316,-74.004122,"Unknown"
"5193",1996,"Cundinamarca","Tausa",5.19623,-73.88795,"Unknown"
"5194",1996,"Valle del Cauca","Argelia",4.72288,-76.11931,"Unknown"
"5195",1996,"Cauca","Balboa",2.03955,-77.21702,"Unknown"
"5196",1996,"Narino","Guachucal",0.962302,-77.732459,"Bombing/Explosion"
"5197",1996,"Cundinamarca","Sumapaz",3.866667,-74.416667,"Hostage Taking (Kidnapping)"
"5198",1996,"Cesar","La Jagua de Ibirico",9.56049,-73.33269,"Hostage Taking (Kidnapping)"
"5199",1996,"Arauca","Unknown",6.547306,-71.002231,"Bombing/Explosion"
"5200",1996,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"5201",1996,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"5202",1996,"Antioquia","Chigorodo",7.6676,-76.6803,"Assassination"
"5203",1996,"Huila","Acevedo",1.804883,-75.89077,"Unknown"
"5204",1996,"Antioquia","Segovia",7.08071,-74.70101,"Unknown"
"5206",1996,"Atlantico","Barranquilla",10.981412,-74.778319,"Assassination"
"5207",1996,"Cesar","San Alberto district",7.75954,-73.39031,"Unknown"
"5208",1996,"Antioquia","Guarne",6.279949,-75.442712,"Unknown"
"5209",1996,"Antioquia","Zaragoza",7.491752,-74.868183,"Unknown"
"5210",1996,"Antioquia","San Antonio del Prado",6.184685,-75.65658,"Bombing/Explosion"
"5211",1996,"Norte de Santander","Cucuta",7.894195,-72.503885,"Bombing/Explosion"
"5212",1996,"Norte de Santander","Cucuta",7.894195,-72.503885,"Bombing/Explosion"
"5213",1996,"Norte de Santander","Cucuta",7.894195,-72.503885,"Bombing/Explosion"
"5214",1996,"Valle del Cauca","Unknown",3.800889,-76.641271,"Unknown"
"5215",1996,"Tolima","Unknown",4.092517,-75.154538,"Armed Assault"
"5216",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5217",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5218",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5219",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5220",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5221",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5222",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5223",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5224",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5225",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5226",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5227",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5228",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5229",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5230",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5231",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5232",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5233",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5234",1996,"Bolivar","Cartagena",10.413711,-75.533549,"Bombing/Explosion"
"5235",1996,"Bolivar","Cartagena",10.413711,-75.533549,"Bombing/Explosion"
"5236",1996,"Santander","Barrancabermeja",7.060051,-73.853115,"Bombing/Explosion"
"5237",1996,"Antioquia","Guarne",6.279949,-75.442712,"Unknown"
"5238",1996,"Santander","Barrancabermeja",7.060051,-73.853115,"Facility/Infrastructure Attack"
"5240",1996,"Magdalena","Nueva Granada",9.800379,-74.392536,"Bombing/Explosion"
"5241",1996,"Cesar","Jagua de Ibirico",9.56049,-73.33269,"Assassination"
"5242",1996,"Cesar","Jagua De Ibirico",9.56049,-73.33269,"Assassination"
"5243",1996,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"5244",1996,"Norte de Santander","Unknown",7.946283,-72.898807,"Bombing/Explosion"
"5245",1996,"Casanare","Pore",5.72939,-71.99528,"Unknown"
"5246",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5247",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5248",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5249",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5250",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5251",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5252",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5253",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5254",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5255",1996,"Cesar","Unknown",9.337295,-73.653621,"Armed Assault"
"5256",1996,"Sucre","Unknown",9.142038,-75.061115,"Bombing/Explosion"
"5257",1996,"Norte de Santander","Cucuta",7.894195,-72.503885,"Armed Assault"
"5258",1996,"Cesar","Pelaya",8.69053,-73.66254,"Assassination"
"5259",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Armed Assault"
"5266",1996,"Cesar","Agustin Codazzi",10.0355,-73.23725,"Hostage Taking (Kidnapping)"
"5267",1996,"Arauca","Unknown",6.547306,-71.002231,"Bombing/Explosion"
"5268",1996,"Antioquia","Segovia",7.08071,-74.70101,"Bombing/Explosion"
"5269",1996,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"5270",1996,"Norte de Santander","El Zuila district",7.933383,-72.600048,"Armed Assault"
"5271",1996,"Antioquia","Ciudad Bolivar",5.85071,-76.02301,"Unknown"
"5272",1996,"Norte de Santander","El Zulia",7.933296,-72.599992,"Bombing/Explosion"
"5273",1996,"Cesar","Unknown",9.337295,-73.653621,"Unknown"
"5274",1996,"Cesar","Becerril district",9.70219,-73.27915,"Hostage Taking (Kidnapping)"
"5275",1996,"Cundinamarca","Unknown",5.026003,-74.030012,"Armed Assault"
"5276",1996,"Narino","Linares",1.35029,-77.52337,"Unknown"
"5277",1996,"Antioquia","Medellin district",6.270526,-75.572173,"Assassination"
"5278",1996,"Cordoba","Puerto Libertador",7.89014,-75.66967,"Unknown"
"5279",1996,"Casanare","Aguazul",5.17069,-72.546829,"Unknown"
"5280",1996,"Caqueta","Unknown",0.869892,-73.841906,"Assassination"
"5281",1996,"Choco","Riosucio",7.440534,-77.118906,"Assassination"
"5282",1996,"Santander","Barrancabermeja",7.060051,-73.853115,"Assassination"
"5283",1996,"Meta","Villavicencio",4.15127,-73.63872,"Assassination"
"5284",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5285",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5286",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5287",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5288",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5289",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5290",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5291",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5292",1996,"Antioquia","Apartado",7.882318,-76.630626,"Assassination"
"5293",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5294",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5295",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5296",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5297",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5298",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5299",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5300",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5301",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5302",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5303",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5304",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5305",1996,"Antioquia","Unknown",6.2675,-75.568611,"Bombing/Explosion"
"5306",1996,"La Guajira","Unknown",11.354774,-72.520483,"Bombing/Explosion"
"5307",1996,"Choco","Unknown",5.252803,-76.825965,"Assassination"
"5308",1996,"Huila","Neiva",2.925561,-75.290777,"Hostage Taking (Kidnapping)"
"5309",1996,"Antioquia","Piedras Blancas",6.4726,-75.54251,"Bombing/Explosion"
"5310",1996,"Huila","Unknown",2.535935,-75.52767,"Bombing/Explosion"
"5311",1996,"Boyaca","Covarachia",6.50092,-72.73829,"Unknown"
"5312",1996,"Cordoba","Monteria",8.749996,-75.883346,"Bombing/Explosion"
"5313",1996,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"5314",1996,"Antioquia","Apartado",7.882318,-76.630626,"Armed Assault"
"5315",1996,"Putumayo","Mocoa",1.14661,-76.64812,"Unknown"
"5316",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
"5317",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
"5318",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
"5319",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
"5320",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
"5321",1996,"Antioquia","San Carlos",6.1876,-74.99429,"Bombing/Explosion"
